citation,doi,url,summary_of_paper_topic,theme_name,theme_description
"Saluja K, Mahbub A, Gauthier AP, Lemonde M, Timony P, Durand F, Dahrouge S (2025) Understanding patient barriers and enablers to accessing community resources: a qualitative study to inform navigation service delivery. BMC Primary Care 26: 322.",10.1186/s12875-025-03029-z,https://pmc.ncbi.nlm.nih.gov/articles/PMC12551251/,Patient barriers to accessing community resources,Physical and mental health,"Physical limitations imposed by impaired health conditions significantly hindered their ability to access resources."
"Surme Y, Gunday EA, Topan H (2025) Organ transplantation was a second chance given to me: a qualitative study of the experiences of solid organ transplantation patients. Revista da Associacao Medica Brasileira 71(3): e20241640.",10.1590/1806-9282.20241640,https://pmc.ncbi.nlm.nih.gov/articles/PMC12051959/,Post-transplant patient experiences and psychological challenges,Return to daily life after organ transplantation,"Some of the patients stated that they regained their old health and life after transplantation. Some of the patients stated that they changed their environment after transplantation."
"Surme Y, Gunday EA, Topan H (2025) Organ transplantation was a second chance given to me: a qualitative study of the experiences of solid organ transplantation patients. Revista da Associacao Medica Brasileira 71(3): e20241640.",10.1590/1806-9282.20241640,https://pmc.ncbi.nlm.nih.gov/articles/PMC12051959/,Post-transplant patient experiences and psychological challenges,Difficulties experienced after organ transplantation,"Some of the patients stated that they had some physical problems after transplantation, most of them experienced fear of rejection, and some of them stated that they experienced rejection. Most of the patients stated that they were worried about the health of their donor."
"Hazzan AA, Dauenhauer J, Follansbee P, Hazzan JO, Allen K, Omobepade I (2022) Family caregiver quality of life and the care provided to older people living with dementia: qualitative analyses of caregiver interviews. BMC Geriatrics 22: 86.",10.1186/s12877-022-02787-0,https://pmc.ncbi.nlm.nih.gov/articles/PMC8802743/,Family caregiver QoL and dementia care provision,Needs of the person with dementia,"Each caregiver described a range of complex needs for their relative with dementia which seems to correspond to the progressive nature of the disease."
"Hazzan AA, Dauenhauer J, Follansbee P, Hazzan JO, Allen K, Omobepade I (2022) Family caregiver quality of life and the care provided to older people living with dementia: qualitative analyses of caregiver interviews. BMC Geriatrics 22: 86.",10.1186/s12877-022-02787-0,https://pmc.ncbi.nlm.nih.gov/articles/PMC8802743/,Family caregiver QoL and dementia care provision,Caregivers' ability to cope with progressing needs of the care recipient,"Caregivers who participated in this study were at different points along the caregiving journey, depicting a story of how their lives had changed."
"Hazzan AA, Dauenhauer J, Follansbee P, Hazzan JO, Allen K, Omobepade I (2022) Family caregiver quality of life and the care provided to older people living with dementia: qualitative analyses of caregiver interviews. BMC Geriatrics 22: 86.",10.1186/s12877-022-02787-0,https://pmc.ncbi.nlm.nih.gov/articles/PMC8802743/,Family caregiver QoL and dementia care provision,Availability and accessibility of support for the caregiver,"Caregivers' ability to cope with their relative's progressing needs was often described in conjunction with support, affecting their quality of life and care."
"Hazzan AA, Dauenhauer J, Follansbee P, Hazzan JO, Allen K, Omobepade I (2022) Family caregiver quality of life and the care provided to older people living with dementia: qualitative analyses of caregiver interviews. BMC Geriatrics 22: 86.",10.1186/s12877-022-02787-0,https://pmc.ncbi.nlm.nih.gov/articles/PMC8802743/,Family caregiver QoL and dementia care provision,Unmet needs of the caregiver,"Most caregivers reported sacrificing their own needs. All reported some level of unmet need when describing the effects of caregiving."
"Hazzan AA, Dauenhauer J, Follansbee P, Hazzan JO, Allen K, Omobepade I (2022) Family caregiver quality of life and the care provided to older people living with dementia: qualitative analyses of caregiver interviews. BMC Geriatrics 22: 86.",10.1186/s12877-022-02787-0,https://pmc.ncbi.nlm.nih.gov/articles/PMC8802743/,Family caregiver QoL and dementia care provision,Ability of the caregiver to meet their own progressing needs,"Caregivers describe where care recipients' needs progress beyond the caregiver's control, leading to recognition of limitations."
"Berenbaum F, Chauvin P, Hudry C, Mathoret-Philibert F, Poussiere M, De Chalus T, et al. (2014) Fears and Beliefs in Rheumatoid Arthritis and Spondyloarthritis: A Qualitative Study. PLOS ONE 9(12): e114350.",10.1371/journal.pone.0114350,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0114350,Patient beliefs and fears about RA and spondyloarthritis,Disease aetiology,"Three themes related to disease aetiology were identified: beliefs about the origin of the disease, beliefs about exacerbations, and apprehensions about disease progression."
"Berenbaum F, Chauvin P, Hudry C, Mathoret-Philibert F, Poussiere M, De Chalus T, et al. (2014) Fears and Beliefs in Rheumatoid Arthritis and Spondyloarthritis: A Qualitative Study. PLOS ONE 9(12): e114350.",10.1371/journal.pone.0114350,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0114350,Patient beliefs and fears about RA and spondyloarthritis,Exacerbations,"The triggering factors tended to be the same as those believed to have caused the disease, namely psychological factors such as stress and overwork."
"Berenbaum F, Chauvin P, Hudry C, Mathoret-Philibert F, Poussiere M, De Chalus T, et al. (2014) Fears and Beliefs in Rheumatoid Arthritis and Spondyloarthritis: A Qualitative Study. PLOS ONE 9(12): e114350.",10.1371/journal.pone.0114350,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0114350,Patient beliefs and fears about RA and spondyloarthritis,Course of the disease,"Beliefs and expectations about the course of the disease varied according to the stage of the disease and familiarity with other people with the disease."
"Berenbaum F, Chauvin P, Hudry C, Mathoret-Philibert F, Poussiere M, De Chalus T, et al. (2014) Fears and Beliefs in Rheumatoid Arthritis and Spondyloarthritis: A Qualitative Study. PLOS ONE 9(12): e114350.",10.1371/journal.pone.0114350,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0114350,Patient beliefs and fears about RA and spondyloarthritis,Impact of disease,"Patients reported both current repercussions of their disease as well as fears about the impact that the disease would have on their future lives."
"Berenbaum F, Chauvin P, Hudry C, Mathoret-Philibert F, Poussiere M, De Chalus T, et al. (2014) Fears and Beliefs in Rheumatoid Arthritis and Spondyloarthritis: A Qualitative Study. PLOS ONE 9(12): e114350.",10.1371/journal.pone.0114350,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0114350,Patient beliefs and fears about RA and spondyloarthritis,Beliefs and attitudes about treatment,"Initially, patients thought that a treatment would stop them being in pain and even return them to the state of health that they had enjoyed before falling ill."
"Webster F, Connoy L, Longo R, Ahuja D, Amtmann D, Anderson A, et al. (2022) Patient responses to the term pain catastrophizing: Thematic analysis of cross-sectional international data. The Journal of Pain 24(2): 356-367.",10.1016/j.jpain.2022.10.001,https://pmc.ncbi.nlm.nih.gov/articles/PMC9898136/,Chronic pain patient responses to pain catastrophizing terminology,What does the term pain catastrophizing mean to patients?,"After the definition of pain catastrophizing was displayed, respondents were asked what first comes to mind when they hear the term pain catastrophizing."
"Webster F, Connoy L, Longo R, Ahuja D, Amtmann D, Anderson A, et al. (2022) Patient responses to the term pain catastrophizing: Thematic analysis of cross-sectional international data. The Journal of Pain 24(2): 356-367.",10.1016/j.jpain.2022.10.001,https://pmc.ncbi.nlm.nih.gov/articles/PMC9898136/,Chronic pain patient responses to pain catastrophizing terminology,Consequences of the term on patient experiences,"Patients who reported that they were labelled as pain catastrophizers often viewed the term through the lens of how it affected their care."
"Webster F, Connoy L, Longo R, Ahuja D, Amtmann D, Anderson A, et al. (2022) Patient responses to the term pain catastrophizing: Thematic analysis of cross-sectional international data. The Journal of Pain 24(2): 356-367.",10.1016/j.jpain.2022.10.001,https://pmc.ncbi.nlm.nih.gov/articles/PMC9898136/,Chronic pain patient responses to pain catastrophizing terminology,Association of the term with negative gender stereotypes,"Respondents made reference to gender, female, women 169 times in their coded responses, suggesting awareness of the association of negative stereotypes in relation to gender."
"Webster F, Connoy L, Longo R, Ahuja D, Amtmann D, Anderson A, et al. (2022) Patient responses to the term pain catastrophizing: Thematic analysis of cross-sectional international data. The Journal of Pain 24(2): 356-367.",10.1016/j.jpain.2022.10.001,https://pmc.ncbi.nlm.nih.gov/articles/PMC9898136/,Chronic pain patient responses to pain catastrophizing terminology,Opposition to the concept of pain catastrophizing,154 respondents questioned the reason for the current term in their responses articulating their belief that it is demeaning to those living with chronic pain.
